id,alpha_init,alpha_decay,graph_type,graph_weights,graph_args,reg_param,batch_sz,data_heterogeneity,timestamp,proj_const,C_fpr,C_fnr,C_tau,T3_RDSGD,g,s2,pi,lam_pi,nu2,nu2_bound,L,mu,tau,h,n_loc,f_star,f_pi_star,zeta_sq_pi,sigma_sq,dB_max,dB_pi,opt_gap_ub,opt_gap_emp,eps_opt,eps_byz,epsilon,byz_cons_floor,alpha_max_conv,alpha_max_stab,n,K,b,atk_type,train_atks,val_atks
WYQ94eXxpBrP-3JQ1ma17,0.5,0.1,erdos-renyi,MH_gen,"{'er_p': np.float64(0.4493598410330987), 'tar_pi_dir_alpha': 10, 'MH_target_pi': array([0.02938069, 0.03599152, 0.047131  , 0.03001002, 0.05411977,
       0.09469823, 0.03743104, 0.04139602, 0.06160983, 0.05779978,
       0.07187934, 0.06371764, 0.04587622, 0.03028448, 0.08033992,
       0.06140026, 0.03487551, 0.0295095 , 0.06093801, 0.03161123])}",0.2,100,1,2026-08-03 15:51:26.150589,1.575566962192074,0.15342261904761906,0.30000000000000004,0.5545584238265098,{'test_acc': np.float64(0.803030303030303)},0.47350382090508425,0.5264961790949158,"[0.04085968 0.05005335 0.06554501 0.04173488 0.07526428 0.05205529
 0.05756937 0.08568069 0.08038207 0.09996248 0.06379999 0.04211658
 0.1117286  0.04850132 0.08474639]",0.7045241699569358,0.030141873041406392,0.2367740876818493,1.8449291643909744,0.2,0.787783481096037,15,2345,1.5558749496759603,1.5573425031798653,0.22112221243890431,70.25803850557092,0.3919746361762594,0.18758721107952459,2.0888592817744702,0.0076691117150392805,0.002344709362656331,0.02268661757577697,0.025031326938433303,2.860559107051354,0.042775248506753336,0.9780289874224786,20,140,5,sign_flip,"{'label_flip', 'sign_flip', 'gaussian'}","{'label_flip', 'sign_flip', 'gaussian'}"
