id,alpha_init,alpha_decay,graph_type,graph_weights,graph_args,reg_param,batch_sz,data_heterogeneity,timestamp,proj_const,T3_RDSGD,min_test_loss,max_test_loss,g,s2,pi,lam_pi,nu2,nu2_bound,L,mu,tau,h,n_loc,f_star,f_pi_star,zeta_sq_pi,sigma_sq,dB_max,dB_pi,opt_gap,eps_opt,eps_byz,epsilon,byz_cons_floor,alpha_max_conv,alpha_max_stab,n,K,b,atk_type,train_atks,val_atks
DL_oF1pvg2E9--qSq2Ahz,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 15:01:46.615929,1.8835731499628965,{'test_acc': np.float64(0.830952380952381)},1.600485153597171,2.2030285416275905,0.16841051920641914,0.8315894807935809,"[0.05882353 0.05882353 0.05882353 0.05882353 0.05882353 0.05882353
 0.05882353 0.05882353 0.05882353 0.05882353 0.05882353 0.05882353
 0.05882353 0.05882353 0.05882353 0.05882353 0.05882353]",0.8949998499406541,0.030564749399787632,0.09802716126186364,1.8177319943158394,0.2,0.9417865749814482,17,2345,1.562028347604539,1.562028347604539,0.25614373071289964,73.6850520364428,0.18253968253968253,0.11260569495863613,0.2772546796805826,0.0019237671748864723,0.018451435806237898,0.02037520298112437,0.8866267442163394,0.01544145119055406,0.9912119179525367,20,140,3,sign_flip,"{'gaussian', 'sign_flip', 'label_flip'}","{'gaussian', 'sign_flip', 'label_flip'}"
