alg,k,test_acc,test_acc_pi,C_pi,C_unif,mean_test_acc,min_test_acc,max_test_acc,min_train_loss,max_train_loss,rho2_k,gamma_k,beta_k,byz_w_k
RDSGD_ORACLE,0,0.7823809523809524,0.7823809523809524,0.01706718584064311,0.017067185840643102,0.586121212121212,0.2990909090909091,0.7099134199134199,2.057711017853778,2.226685859410188,,,,
RDSGD_ORACLE,1,0.8141991341991341,0.8141991341991341,0.03583397549208591,0.03583397549208591,0.6620894660894662,0.3954978354978355,0.7652380952380953,1.907585759676678,2.106584677214526,,,,
RDSGD_ORACLE,2,0.825930735930736,0.825930735930736,0.05143329711586965,0.05143329711586964,0.6992323232323232,0.4668831168831169,0.7889177489177489,1.7806037798807404,2.020050144109224,,,,
RDSGD_ORACLE,3,0.8285281385281386,0.8285281385281386,0.0644194281388417,0.0644194281388417,0.7219191919191921,0.5177489177489177,0.8041125541125541,1.708529175673597,1.9510231128801512,,,,
RDSGD_ORACLE,4,0.8332034632034632,0.8332034632034632,0.08105587470264378,0.08105587470264375,0.735965367965368,0.5066666666666667,0.8108225108225108,1.5855782806393026,1.887758269226652,,,,
RDSGD_ORACLE,5,0.8332900432900433,0.8332900432900433,0.09339809113041363,0.09339809113041361,0.7483520923520925,0.5241558441558442,0.8167099567099567,1.4908213935825174,1.8404184044221301,,,,
RDSGD_ORACLE,6,0.8336796536796537,0.8336796536796537,0.10659947900921893,0.1065994790092189,0.757953823953824,0.5256277056277057,0.8225541125541126,1.4170725558749147,1.8260080890090569,,,,
RDSGD_ORACLE,7,0.8372727272727273,0.8372727272727273,0.11204483481601533,0.11204483481601528,0.7693304473304473,0.5377489177489178,0.8305194805194805,1.364044357028221,1.8043455303319267,,,,
RDSGD_ORACLE,8,0.84,0.84,0.12347752035513634,0.12347752035513627,0.7752323232323232,0.5512987012987013,0.8339826839826839,1.3387429994424138,1.779657664660556,,,,
RDSGD_ORACLE,9,0.8387012987012987,0.8387012987012987,0.12419489474955561,0.12419489474955554,0.7814920634920635,0.5622943722943723,0.8324242424242424,1.3102473586917254,1.742469321281993,,,,
RDSGD_ORACLE,10,0.8413419913419914,0.8413419913419914,0.12434313009596365,0.12434313009596358,0.7887272727272727,0.5883116883116883,0.8312554112554112,1.3118656088546352,1.6988142878280723,,,,
RDSGD_ORACLE,11,0.842034632034632,0.842034632034632,0.11200809295859472,0.1120080929585947,0.7976334776334776,0.6067965367965368,0.8351082251082251,1.3059376990538063,1.6962020525921488,,,,
RDSGD_ORACLE,12,0.8425108225108225,0.8425108225108225,0.11175725122132592,0.11175725122132588,0.8023636363636365,0.6058008658008658,0.8386147186147186,1.2781920378622196,1.6814404222779114,,,,
RDSGD_ORACLE,13,0.8425974025974026,0.8425974025974026,0.10907487371477416,0.1090748737147741,0.8065512265512264,0.6049350649350649,0.8404329004329004,1.261669950284774,1.6804433090817579,,,,
RDSGD_ORACLE,14,0.843030303030303,0.843030303030303,0.10037434085816858,0.10037434085816854,0.8115007215007215,0.6215584415584415,0.8415584415584415,1.2590579539033455,1.6807271545857083,,,,
RDSGD_ORACLE,15,0.844025974025974,0.844025974025974,0.10567535175986437,0.1056753517598643,0.8130447330447331,0.5974891774891775,0.8427705627705627,1.233046180795348,1.6636819763415964,,,,
RDSGD_ORACLE,16,0.8441125541125541,0.8441125541125541,0.09717829730725935,0.0971782973072593,0.8167936507936508,0.6158441558441559,0.8454545454545455,1.238961468650408,1.6658346640352353,,,,
RDSGD_ORACLE,17,0.8453679653679653,0.8453679653679653,0.08425099115014605,0.08425099115014603,0.8212034632034633,0.6418614718614719,0.8443722943722943,1.2537040000279243,1.6659479478772397,,,,
RDSGD_ORACLE,18,0.8462770562770563,0.8462770562770563,0.08063255393133083,0.08063255393133077,0.8242568542568544,0.6471861471861472,0.8455411255411256,1.2473135521136638,1.6770365108666079,,,,
RDSGD_ORACLE,19,0.8478354978354978,0.8478354978354978,0.07335052890592761,0.07335052890592755,0.8281269841269843,0.6703463203463204,0.8480952380952381,1.2564618021839113,1.6790281405574818,,,,
RDSGD_ORACLE,20,0.848008658008658,0.848008658008658,0.06638970878017818,0.06638970878017812,0.8307561327561328,0.6897835497835498,0.8483549783549783,1.2677644710057088,1.6776008586963733,,,,
RDSGD_ORACLE,21,0.8477922077922078,0.8477922077922078,0.06176613326502545,0.06176613326502541,0.8324675324675324,0.7042424242424242,0.8496103896103896,1.277122941091517,1.6860344895115984,,,,
RDSGD_ORACLE,22,0.8480952380952381,0.8480952380952381,0.0569080158885942,0.056908015888594156,0.8338932178932178,0.7174025974025974,0.849004329004329,1.2864742352553868,1.6697654622537694,,,,
RDSGD_ORACLE,23,0.8479653679653679,0.8479653679653679,0.05361873966262468,0.05361873966262464,0.834943722943723,0.7283549783549783,0.8514718614718615,1.2946071174153988,1.685959973954183,,,,
RDSGD_ORACLE,24,0.8493506493506493,0.8493506493506493,0.04847216211815043,0.048472162118150405,0.8374025974025976,0.7449350649350649,0.851038961038961,1.3147548481565414,1.672734458269555,,,,
RDSGD_ORACLE,25,0.8499567099567099,0.8499567099567099,0.04372086922953658,0.04372086922953655,0.8391313131313132,0.7578787878787879,0.8515151515151516,1.326000770372373,1.6893146176093277,,,,
RDSGD_ORACLE,26,0.8497402597402598,0.8497402597402598,0.04130463755236435,0.04130463755236432,0.8399076479076479,0.7634632034632035,0.8507359307359308,1.3331962813232452,1.6935392500963655,,,,
RDSGD_ORACLE,27,0.8493073593073593,0.8493073593073593,0.03931116791004085,0.03931116791004082,0.8408196248196248,0.76995670995671,0.8512121212121212,1.3411383052482015,1.693977170888634,,,,
RDSGD_ORACLE,28,0.849004329004329,0.849004329004329,0.0368431931363808,0.03684319313638079,0.8413362193362194,0.7786580086580086,0.8508658008658009,1.350318540200417,1.7022699067013969,,,,
RDSGD_ORACLE,29,0.84991341991342,0.84991341991342,0.03244548930166472,0.032445489301664715,0.8423001443001443,0.7892640692640692,0.8523809523809524,1.374307651845224,1.6953035245918349,,,,
RDSGD_ORACLE,30,0.8500865800865801,0.8500865800865801,0.030176197374217634,0.03017619737421762,0.8436854256854256,0.7993939393939394,0.8528571428571429,1.4001046875183314,1.6811051185775276,,,,
RDSGD_ORACLE,31,0.8513419913419913,0.8513419913419913,0.027529744555404363,0.027529744555404346,0.8449004329004329,0.8045887445887446,0.8534632034632035,1.3888025945927653,1.6853851942968976,,,,
RDSGD_ORACLE,32,0.8510822510822511,0.8510822510822511,0.025586083291296902,0.02558608329129689,0.8452842712842713,0.81,0.852987012987013,1.3962172594685,1.689482168729414,,,,
RDSGD_ORACLE,33,0.8511255411255412,0.8511255411255412,0.023402379427203246,0.02340237942720324,0.8464704184704187,0.818961038961039,0.8554978354978355,1.398767525710027,1.6752702433461868,,,,
RDSGD_ORACLE,34,0.8511255411255412,0.8511255411255412,0.019892511368537945,0.019892511368537934,0.8474516594516595,0.823939393939394,0.8551948051948052,1.4017273637100123,1.6840382175425423,,,,
RDSGD_ORACLE,35,0.8516017316017316,0.8516017316017316,0.018568563683211886,0.01856856368321188,0.848083694083694,0.827922077922078,0.8561038961038961,1.4025576126102146,1.6652972366219327,,,,
RDSGD_ORACLE,36,0.8512987012987013,0.8512987012987013,0.01671067965865872,0.01671067965865872,0.8483780663780665,0.8287012987012987,0.8556709956709957,1.405345296640074,1.6594794577698488,,,,
RDSGD_ORACLE,37,0.8525974025974026,0.8525974025974026,0.01584183755690054,0.015841837556900537,0.8494718614718615,0.8333766233766233,0.8552380952380952,1.4041257765363118,1.6547809207895572,,,,
RDSGD_ORACLE,38,0.8526839826839827,0.8526839826839827,0.0141794391254161,0.014179439125416096,0.8496825396825398,0.8348917748917749,0.8546753246753247,1.3955750305676138,1.6791472650243071,,,,
RDSGD_ORACLE,39,0.8526406926406926,0.8526406926406926,0.013185980476032207,0.013185980476032207,0.8499278499278501,0.8378787878787879,0.8551082251082252,1.3893667964815979,1.679364392588701,,,,
RDSGD_ORACLE,40,0.8529004329004329,0.8529004329004329,0.011768869794148974,0.011768869794148974,0.8502712842712843,0.8391341991341992,0.8557575757575757,1.3992861482307213,1.6782877400761211,,,,
RDSGD_ORACLE,41,0.8532034632034632,0.8532034632034632,0.010983967481837296,0.01098396748183729,0.850932178932179,0.8402164502164502,0.8552813852813853,1.3905661328552033,1.6853733320332411,,,,
RDSGD_ORACLE,42,0.8537662337662337,0.8537662337662337,0.010935713866674008,0.010935713866674005,0.8512496392496394,0.8406493506493506,0.8553679653679653,1.397956294342195,1.694206139243375,,,,
RDSGD_ORACLE,43,0.8543290043290044,0.8543290043290044,0.01047205846325831,0.01047205846325831,0.8518701298701299,0.8410822510822511,0.8557575757575757,1.4004131642345592,1.690027396357209,,,,
RDSGD_ORACLE,44,0.8545021645021645,0.8545021645021645,0.009805340455825845,0.009805340455825843,0.8518412698412698,0.8424242424242424,0.8561904761904762,1.3972373055411147,1.674801536393717,,,,
RDSGD_ORACLE,45,0.8539393939393939,0.8539393939393939,0.009867843074833583,0.009867843074833581,0.8518354978354978,0.8416450216450216,0.8559307359307359,1.3916106901201355,1.6795098926768932,,,,
RDSGD_ORACLE,46,0.8540692640692641,0.8540692640692641,0.009849000878656507,0.009849000878656505,0.85204329004329,0.8423809523809523,0.8564502164502165,1.3984824372702356,1.6803456767131513,,,,
RDSGD_ORACLE,47,0.8543722943722943,0.8543722943722943,0.010877098278384446,0.010877098278384444,0.8517229437229439,0.838051948051948,0.8564935064935065,1.3965591503295087,1.6812906326244987,,,,
RDSGD_ORACLE,48,0.8543722943722943,0.8543722943722943,0.010504064110421983,0.01050406411042198,0.8521443001443002,0.8427272727272728,0.8564935064935065,1.3878726785599667,1.6768681274490218,,,,
RDSGD_ORACLE,49,0.855021645021645,0.855021645021645,0.010425812877588637,0.010425812877588637,0.8523896103896104,0.8398701298701299,0.856926406926407,1.3961555587118026,1.6846632895017641,,,,
RDSGD_ORACLE,50,0.8557575757575757,0.8557575757575757,0.011002278716394465,0.01100227871639446,0.8531111111111112,0.8425541125541125,0.8570562770562771,1.397735786772305,1.6802177128499034,,,,
RDSGD_ORACLE,51,0.856017316017316,0.856017316017316,0.009685679843978967,0.009685679843978966,0.8534199134199134,0.8437229437229438,0.8575757575757575,1.3992212992973,1.6758725628476117,,,,
RDSGD_ORACLE,52,0.856017316017316,0.856017316017316,0.008919589891138868,0.008919589891138866,0.8538874458874459,0.844025974025974,0.8570995670995671,1.4022309771429597,1.6752331286439155,,,,
RDSGD_ORACLE,53,0.8561038961038961,0.8561038961038961,0.008640808740791086,0.008640808740791086,0.8539393939393939,0.843030303030303,0.8574458874458875,1.3979482637173406,1.6771241416570883,,,,
RDSGD_ORACLE,54,0.8558008658008658,0.8558008658008658,0.00990398876117023,0.009903988761170228,0.8538152958152959,0.8401731601731601,0.8572727272727273,1.4021260828728086,1.6654186436774288,,,,
RDSGD_ORACLE,55,0.8557142857142858,0.8557142857142858,0.009007107185693135,0.009007107185693135,0.8536681096681097,0.8421645021645021,0.8567965367965368,1.4008347142905253,1.6728873464603278,,,,
RDSGD_ORACLE,56,0.8563203463203464,0.8563203463203464,0.008515419381987946,0.008515419381987946,0.8538845598845598,0.8423809523809523,0.8570995670995671,1.398205884515219,1.6738186995457967,,,,
RDSGD_ORACLE,57,0.8563636363636363,0.8563636363636363,0.00918550425332081,0.009185504253320804,0.8538961038961037,0.8397402597402598,0.8563636363636363,1.4005708711208933,1.676693046090922,,,,
RDSGD_ORACLE,58,0.8566233766233766,0.8566233766233766,0.00811158773878283,0.008111587738782828,0.8544242424242424,0.8436796536796537,0.8567965367965368,1.4023621303521459,1.6771218112513722,,,,
RDSGD_ORACLE,59,0.8564502164502165,0.8564502164502165,0.007873187858324584,0.007873187858324582,0.8546378066378065,0.844025974025974,0.8574891774891775,1.399872548207637,1.6799524660099046,,,,
RDSGD_ORACLE,60,0.8563203463203464,0.8563203463203464,0.007305573463257347,0.007305573463257347,0.8549119769119768,0.8444155844155844,0.8579653679653679,1.399475989825748,1.6829611719592743,,,,
RDSGD_ORACLE,61,0.8564069264069264,0.8564069264069264,0.007192119803260695,0.007192119803260694,0.854926406926407,0.8453246753246754,0.8583116883116884,1.4023315508490035,1.6712118841402237,,,,
RDSGD_ORACLE,62,0.8564502164502165,0.8564502164502165,0.00656420779362396,0.006564207793623959,0.8551976911976912,0.8469696969696969,0.8574458874458875,1.403259709164154,1.6628381125014966,,,,
RDSGD_ORACLE,63,0.8562337662337662,0.8562337662337662,0.006137048707782841,0.00613704870778284,0.8552236652236653,0.8465367965367966,0.8576190476190476,1.4036058059314074,1.6693875224077375,,,,
RDSGD_ORACLE,64,0.8565367965367965,0.8565367965367965,0.006090487370044235,0.006090487370044236,0.8554112554112553,0.847922077922078,0.8575324675324675,1.402267668465472,1.6757850327162434,,,,
RDSGD_ORACLE,65,0.8569696969696969,0.8569696969696969,0.005836503530712464,0.0058365035307124625,0.8556911976911976,0.848008658008658,0.8577056277056277,1.4065368356204098,1.6744749925606617,,,,
RDSGD_ORACLE,66,0.8564502164502165,0.8564502164502165,0.00593994885950039,0.00593994885950039,0.8554891774891774,0.849047619047619,0.8572294372294372,1.4048710746256545,1.6705603015042296,,,,
RDSGD_ORACLE,67,0.8570995670995671,0.8570995670995671,0.006125810838438755,0.006125810838438755,0.8559278499278499,0.8491341991341992,0.8578787878787879,1.4084439149514294,1.6753405991447914,,,,
RDSGD_ORACLE,68,0.8571428571428571,0.8571428571428571,0.005677258022079817,0.005677258022079816,0.8560057720057722,0.8497835497835498,0.8581385281385281,1.4074449495920638,1.675154412246664,,,,
RDSGD_ORACLE,69,0.8575324675324675,0.8575324675324675,0.0056465111266884365,0.005646511126688437,0.8562539682539683,0.8507359307359308,0.8580952380952381,1.405022748486692,1.6777289638235775,,,,
RDSGD_ORACLE,70,0.8572294372294372,0.8572294372294372,0.005350351691960734,0.005350351691960735,0.8565541125541125,0.8510822510822511,0.8582251082251082,1.3999385943712768,1.6757789301145907,,,,
RDSGD_ORACLE,71,0.8570562770562771,0.8570562770562771,0.005151571175340609,0.005151571175340608,0.8563232323232325,0.851038961038961,0.8583116883116884,1.4038809223573068,1.6790718924798362,,,,
RDSGD_ORACLE,72,0.8566666666666667,0.8566666666666667,0.0050553034803912855,0.005055303480391281,0.8560173160173162,0.8514718614718615,0.8574891774891775,1.4075740140596182,1.6833537463993669,,,,
RDSGD_ORACLE,73,0.8564502164502165,0.8564502164502165,0.0048602683461606965,0.004860268346160697,0.8561587301587302,0.8512554112554113,0.8577922077922078,1.4059844121188159,1.6863744587411575,,,,
RDSGD_ORACLE,74,0.8568398268398268,0.8568398268398268,0.004972299215840023,0.004972299215840022,0.8562972582972583,0.8515151515151516,0.8583116883116884,1.4029643739851823,1.687397358437945,,,,
