id,alpha_init,alpha_decay,graph_type,graph_weights,graph_args,reg_param,batch_sz,data_heterogeneity,timestamp,proj_const,T3_RDSGD,g,s2,pi,lam_pi,nu2,nu2_bound,L,mu,tau,h,n_loc,f_star,f_pi_star,zeta_sq_pi,sigma_sq,dB_max,dB_pi,opt_gap,eps_opt,eps_byz,epsilon,byz_cons_floor,alpha_max_conv,alpha_max_stab,n,K,b,atk_type,train_atks,val_atks
daNvhu92JBHPvRtsqHaGe,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 12:11:33.150826,1.8835731499628965,{'test_acc': np.float64(0.8334199134199134)},0.0797971999738829,0.9202028000261172,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.945643093890598,0.0259619390031346,0.0881726718550475,1.919617428313184,0.2,0.9417865749814482,16,2345,1.5636066337756134,1.5636066337756134,0.2608879905954824,72.96534944839347,0.2734487734487734,0.1653370934620936,0.2917058213555185,0.0022143843685417,0.0254982967625229,0.0277126811310646,1.989656957083836,0.0069282207656695,0.9435665008621972,20,140,4,sign_flip,"{'sign_flip', 'gaussian', 'label_flip'}","{'sign_flip', 'gaussian', 'label_flip'}"
xRPE0tyUUkrHc9CpOy5kl,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 12:18:11.235967,1.8835731499628965,{'test_acc': np.float64(0.8334199134199134)},0.0797971999738829,0.9202028000261172,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.945643093890598,0.0259619390031346,0.0881726718550475,1.919617428313184,0.2,0.9417865749814482,16,2345,1.5636066337756134,1.5636066337756134,0.2608879905954824,72.96534944839347,0.2734487734487734,0.1653370934620936,0.2917058213555185,0.0022143843685417,0.0254982967625229,0.0277126811310646,1.9896569570838356,0.0069282207656695,0.9435665008621972,20,140,4,sign_flip,"{'sign_flip', 'gaussian', 'label_flip'}","{'sign_flip', 'gaussian', 'label_flip'}"
GG-2W7BCQfWKvv6fC8HBP,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 12:27:27.042400,1.8835731499628965,{'test_acc': np.float64(0.8334199134199134)},0.0797971999738829,0.9202028000261171,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9456430938905981,0.025961939003134614,0.08817267185504757,1.919617428313184,0.2,0.9417865749814482,16,2345,1.5636066337756134,1.5636066337756134,0.26088799059548246,72.96534944839347,0.27344877344877344,0.16533709346209363,0.29170582135551854,0.0022143843685417087,0.02549829676252293,0.027712681131064638,1.9896569570838354,0.0069282207656695,0.9435665008621972,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
