id,alpha_init,alpha_decay,graph_type,graph_weights,graph_args,reg_param,batch_sz,data_heterogeneity,timestamp,proj_const,C_fpr,C_fnr,C_tau,cv_ap,cv_params,prevalence,tau,tn,fp,fn,tp,beta_C,gamma_C,roc_auc,avg_prec,T3_RDSGD,T3_IOS,T3_SCC,T3_TriMean,T3_CooMed,wall_s,g,s2,pi,lam_pi,nu2,nu2_bound,L,mu,h,n_loc,f_star,f_pi_star,zeta_sq_pi,sigma_sq,dB_max,dB_pi,opt_gap_ub,opt_gap_emp,eps_opt,eps_byz,epsilon,byz_cons_floor,alpha_max_conv,alpha_max_stab,n,sys_K,train_K,b,atk_type,train_atks,val_atks
Ae-lUGpWG61j0NyQxNTyd,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 16:48:13.252873,1.608515959918358,0.0771666666666666,0.1999999999999999,0.7482944216315335,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,30707,2293,876,6124,0.1251428571428571,0.0694848484848484,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8653679653679653)},{'test_acc': np.float64(0.8367965367965368)},{'test_acc': np.float64(0.8587878787878788)},{'test_acc': np.float64(0.8504329004329004)},{'test_acc': np.float64(0.8508225108225108)},95.03159787500044,0.2662283644652325,0.7337716355347674,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8391122661840573,0.0296622402742231,0.0474746481481484,1.919617428313184,0.2,16,2345,1.5636066337756134,1.5636066337756134,0.2608879905954823,72.96534944839347,0.5,0.1875,0.2917058213555179,4.636799810722612e-31,0.0022511505022862,0.0164624234703797,0.018713573972666,3.234154491640095,0.0231147068280834,0.9435665008621972,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
iBYzsC085R4C7lqTdX9C-,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 16:49:48.726320,1.608515959918358,0.0771666666666666,0.1999999999999999,0.7482944216315335,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,30707,2293,876,6124,0.1251428571428571,0.0694848484848484,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8654978354978355)},{'test_acc': np.float64(0.833939393939394)},{'test_acc': np.float64(0.8590476190476191)},{'test_acc': np.float64(0.8502597402597403)},{'test_acc': np.float64(0.8503463203463203)},94.26658245301223,0.2662283644652325,0.7337716355347674,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8391122661840573,0.0296622402742231,0.0474746481481484,1.919617428313184,0.2,16,2345,1.5636066337756134,1.5636066337756134,0.2608879905954823,72.96534944839347,0.5,0.1875,0.2917058213555179,4.636799810722612e-31,0.0022511505022862,0.0164624234703797,0.018713573972666,3.234154491640095,0.0231147068280834,0.9435665008621972,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
sG4aLJ7qPpjUB-fzvo3-c,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 16:51:23.438132,1.608515959918358,0.0771666666666666,0.1999999999999999,0.7482944216315335,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,30707,2293,876,6124,0.1251428571428571,0.0694848484848484,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.865974025974026)},{'test_acc': np.float64(0.8354545454545454)},{'test_acc': np.float64(0.8591774891774892)},{'test_acc': np.float64(0.8545887445887446)},{'test_acc': np.float64(0.8541558441558441)},98.8386840360181,0.2662283644652325,0.7337716355347674,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8391122661840573,0.0296622402742231,0.0474746481481484,1.919617428313184,0.2,16,2345,1.5636066337756134,1.5636066337756134,0.2608879905954823,72.96534944839347,0.5,0.1875,0.2917058213555179,4.636799810722612e-31,0.0022511505022862,0.0164624234703797,0.018713573972666,3.234154491640095,0.0231147068280834,0.9435665008621972,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
ZRZb9AfdJ1wT5o44PotmE,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 16:58:07.202828,1.608515959918358,0.0771666666666666,0.1999999999999999,0.7482944216315335,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,30707,2293,876,6124,0.1251428571428571,0.0694848484848484,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8653679653679653)},{'test_acc': np.float64(0.8395238095238096)},{'test_acc': np.float64(0.858008658008658)},{'test_acc': np.float64(0.8539393939393939)},{'test_acc': np.float64(0.8533333333333334)},100.33609241701195,0.2662283644652325,0.7337716355347674,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8391122661840573,0.0296622402742231,0.0474746481481484,1.919617428313184,0.2,16,2345,1.5636066337756134,1.5636066337756134,0.2608879905954823,72.96534944839347,0.5,0.1875,0.2917058213555179,4.636799810722612e-31,0.0022511505022862,0.0164624234703797,0.018713573972666,3.234154491640095,0.0231147068280834,0.9435665008621972,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
M6LoJoUoS6ZGYqDcLtldL,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 16:59:47.994816,1.608515959918358,0.0771666666666666,0.1999999999999999,0.7482944216315335,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,30707,2293,876,6124,0.1251428571428571,0.0694848484848484,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8654978354978355)},{'test_acc': np.float64(0.836926406926407)},{'test_acc': np.float64(0.8577056277056277)},{'test_acc': np.float64(0.8542424242424242)},{'test_acc': np.float64(0.8538095238095238)},95.77257224501228,0.2662283644652325,0.7337716355347674,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8391122661840573,0.0296622402742231,0.0474746481481484,1.919617428313184,0.2,16,2345,1.5636066337756134,1.5636066337756134,0.2608879905954823,72.96534944839347,0.5,0.1875,0.2917058213555179,4.636799810722612e-31,0.0022511505022862,0.0164624234703797,0.018713573972666,3.234154491640095,0.0231147068280834,0.9435665008621972,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
fMDpzfLhUYXCGrj-RgOe3,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:08:05.829796,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8526839826839827)},,,,,49.9558362380194,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
PCd28AwHn664gxPTnTUIG,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:08:56.448565,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8535930735930736)},,,,,53.294916040002136,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
Eq9BIk6rjIOddQ_KxfIgV,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:09:50.314312,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8525974025974026)},,,,,48.63397517299745,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
sSqXpNZ9s62B50VWJsLe5,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:10:39.364941,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8526839826839827)},,,,,50.03915702700033,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
itpEiRMj5J_4xQhDdadXk,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:11:30.026991,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8535930735930736)},,,,,51.00985825498356,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
3-8yuPYZqJqh9tlJ1NatI,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:12:21.485324,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8525974025974026)},,,,,49.808118690998526,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
7TlPFuyw07tI0-mIqFbuN,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:13:11.713817,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8526839826839827)},,,,,48.9594683930045,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
7CmbgdJZ_xXHoTBsZHOxG,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:14:01.034660,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8535930735930736)},,,,,49.29264252600842,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
Yg8nplnTt4YTxtv3aGsqe,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:14:50.689823,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8525974025974026)},,,,,51.01196423600777,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
e7KlVeiskyMHlcuyHEZpl,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:15:42.111727,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8526839826839827)},,,,,50.47179181899992,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
x9rphQjwMvQVTgViKzfVg,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:16:32.952763,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8535930735930736)},,,,,48.98060751601588,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
14aOnKboyeARoA_tZKBww,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:17:22.332912,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8525974025974026)},,,,,49.18335239798762,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
wh_-xoT65GeWrhpgSXdyE,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:18:11.921656,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8526839826839827)},,,,,50.61213220201898,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
Ctb1paRNbQkddTN6mwWQx,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:19:02.971022,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8535930735930736)},,,,,49.24582028700388,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
GRAW4xXlg18N3dd4YRAI6,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 17:19:52.576694,1.608515959918358,0.0149666666666666,0.4503,0.954838378171025,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,32484,516,2146,4854,0.3065714285714285,0.0156363636363636,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8525974025974026)},,,,,49.90320650298963,0.2763062244770882,0.7236937755229118,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8472032234668612,0.0059404736702714,0.0098284437037037,2.665793818759377,0.2,16,2345,1.5462696364377169,1.5462696364377166,0.3548307698845925,74.16055601340281,0.5,0.2083333333333333,0.2964840992007047,1.2058078628688958e-30,0.003481873451016,0.0411834960484,0.0446653694994161,7.281698837927674,0.0172747933800369,0.6978869124875893,20,200,200,4,sign_flip,"{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}","{'sign_flip', 'IPM', 'gaussian', 'ALIE', 'label_flip'}"
YA-tMgEhh1FUUfPd29oQh,0.5,0.1,random-regular,MH,"{'er_p': np.float64(0.4493598410330987), 'rand_reg_deg': 5}",0.2,100,1,2026-08-04 18:47:05.650176,1.608515959918358,0.0771666666666666,0.1999999999999999,0.7482944216315335,0.936093069298066,"{'lr__C': 10.0, 'rbf__gamma': 0.02, 'rbf__n_components': 400}",0.175,0.804257979959179,30707,2293,876,6124,0.1251428571428571,0.0694848484848484,0.9592381796536796,0.882922547607033,{'test_acc': np.float64(0.8616450216450217)},,,,,41.85134799699881,0.2662283644652325,0.7337716355347674,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8391122661840573,0.0296622402742231,0.0474746481481484,1.919617428313184,0.2,16,2345,1.5636066337756134,1.5636066337756134,0.2608879905954823,72.96534944839347,0.5,0.1875,0.2917058213555179,4.636799810722612e-31,0.0022511505022862,0.0164624234703797,0.018713573972666,3.234154491640095,0.0231147068280834,0.9435665008621972,20,200,200,4,sign_flip,"{'label_flip', 'IPM', 'gaussian', 'ALIE', 'sign_flip'}","{'label_flip', 'IPM', 'gaussian', 'ALIE', 'sign_flip'}"
