id,alpha_init,alpha_decay,graph_type,graph_weights,graph_args,reg_param,batch_sz,data_heterogeneity,timestamp,proj_const,C_fpr,C_fnr,C_tau,T3_RDSGD_ORACLE,max_test_acc,min_test_acc,term_cons,g,s2,pi,lam_pi,nu2,nu2_bound,L,mu,tau,h,n_loc,f_star,f_pi_star,dB_max,dB_pi,opt_gap,eps_opt,eps_byz,epsilon,byz_cons_floor,alpha_max_conv,alpha_max_stab,n,K,b,atk_type,train_atks,val_atks
0lT5j1LEbKKG5x_JzsJJ4,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:34:10.039284,1.8835731499628965,0.2,0.8,0,{'test_acc': np.float64(0.8297402597402598)},0.82995670995671,0.0,0.001380689641793,0.1585316863346576,0.8414683136653424,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9006985369055909,0.0302104592814702,0.0914285714285733,2.454317768242773,0.2,0.9417865749814482,16,2345,1.55212548511349,1.55212548511349,0.3496503496503496,0.1497388028638024,0.2928610102011951,0.0033484437323007,0.0615806064622195,0.0649290501945203,8.674868725270544,0.0107654958393429,0.7534892859960967,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
ArvRf9BS0D83pIqC5Xk00,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:34:22.454464,1.8835731499628965,0.2,1.0,0,{'test_acc': np.float64(0.7783982683982684)},0.7791774891774892,0.0,0.0016495174900424,0.0777770180132068,0.9222229819867932,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9461451256654232,0.0270323831663536,0.0914285714285738,2.078612513354687,0.2,0.9417865749814482,16,2345,1.5716842907175486,1.571684290717548,0.2853535353535353,0.1597281191031197,0.2960128502997304,0.0028483496190517,0.0821109346351793,0.0849592842542311,7.222233174866339,0.0062362928406572,0.8777271204639793,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
wrr8qWCt6BTnlOqbmLRWy,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:34:34.412643,1.8835731499628965,0.4,0.0,0,{'test_acc': np.float64(0.8646753246753247)},0.8654978354978355,0.0,0.0359510515343086,0.1194234387195495,0.8805765612804505,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9160066691373892,0.0415083433762761,0.1371428571428575,2.1234578988141566,0.2,0.9417865749814482,16,2345,1.5678230499066752,1.5678230499066752,0.3333333333333333,0.1362432706182706,0.2997891088950429,0.0022638143910598,0.0,0.0022638143910598,0.0,0.0093733464008745,0.8607859867057446,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
skO8JLnvcB_YMXWXPC6IC,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:34:46.451277,1.8835731499628965,0.4,0.2,0,{'test_acc': np.float64(0.8580952380952381)},0.8596536796536797,0.0,0.0044294632786158,0.1455857429958421,0.8544142570041579,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.902340558602849,0.0401957733044562,0.1200000000000006,2.8524425400581546,0.2,0.9417865749814482,16,2345,1.5647153201150767,1.5647153201150763,0.2337662337662337,0.1505876068376068,0.3051369983175619,0.0031831593709839,0.0154824200163881,0.018665579387372,0.969390024328396,0.0085064958044035,0.6552129888616662,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
ReUssvgYxro86aZty0P-_,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:34:58.464454,1.8835731499628965,0.4,0.4,0,{'test_acc': np.float64(0.8534199134199134)},0.8534199134199134,0.0,0.0032709712963673,0.1213511740315994,0.8786488259684005,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9146830496719176,0.0420037446112808,0.1371428571428578,2.303108796917054,0.2,0.9417865749814482,16,2345,1.563895733538623,1.563895733538623,0.3076923076923077,0.1683965340215339,0.2999667707155431,0.0027575355449392,0.0346268318326747,0.037384367377614,3.358909170424756,0.0087816935522137,0.7990064205212708,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
C6Lh7MgsEAVkPbJPHWFqH,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:37:53.339863,1.8835731499628965,0.0,0.0,0,{'test_acc': np.float64(0.8597835497835498)},0.8604761904761905,0.4945887445887446,0.0048300875343049,0.1298116470724745,0.8701883529275255,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9328388676119396,0.0,0.0,1.919617428313184,0.2,0.9417865749814482,16,2345,1.5636066337756134,1.5636066337756134,0.2734487734487734,0.1653370934620935,0.2917058213555177,0.0020465004566238,0.0,0.0020465004566238,0.0,0.0112706178809235,0.9435665008621972,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
yRPI6QrSUAADWOSFKGAXV,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:38:05.162348,1.8835731499628965,0.0,0.2,0,{'test_acc': np.float64(0.8574891774891775)},0.8588311688311688,0.6035497835497835,0.000801539714658,0.3475840843997756,0.6524159156002244,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8077226724564716,0.0,0.0,2.776170243507541,0.2,0.9417865749814482,16,2345,1.5544081093622368,1.5544081093622368,0.25,0.1253749722499723,0.288101312647197,0.0031076532576576,0.0128902239744759,0.0159978772321336,1.1087024410191086,0.0208671211244248,0.6720045684090021,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
tMPo051bnGnWUlcnbjuc3,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:38:17.532430,1.8835731499628965,0.0,0.4,0,{'test_acc': np.float64(0.8567965367965368)},0.8574025974025974,0.5197835497835498,0.0006372584285473,0.2340422391546863,0.7659577608453136,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8751901283980034,0.0,0.0,1.8940287207952624,0.2,0.9417865749814482,16,2345,1.575661721095566,1.575661721095566,0.2742424242424243,0.1651310495060494,0.2886224963726553,0.0022407227419888,0.033955360867866,0.0361960836098548,2.6682975698973026,0.0205947457030831,0.9550967377565136,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
crlTt0avBRyT63Ke-9xaT,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:38:31.936567,1.8835731499628965,0.0,0.6000000000000001,0,{'test_acc': np.float64(0.8425108225108225)},0.8425974025974026,0.5917316017316018,0.0003329399769446,0.3322748021551411,0.6677251978448588,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8171445391391041,0.0,0.0,1.8449291643909744,0.2,0.9417865749814482,16,2345,1.5618350441052664,1.5618350441052664,0.2833333333333333,0.1494023337773337,0.2726389412594483,0.0023012442668842,0.0460816742800834,0.0483829185469677,4.272200072726966,0.0300169430682747,0.9780289874224786,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
EtFNdukSS2DARLhuIU2iu,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:38:45.213742,1.8835731499628965,0.0,0.8,0,{'test_acc': np.float64(0.8283982683982684)},0.8283982683982684,0.4254112554112554,0.0007657624392975,0.2737734596473202,0.7262265403526798,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8521892632230705,0.0,0.0,2.059031083012388,0.2,0.9417865749814482,16,2345,1.559490059658775,1.5594900596587753,0.2853535353535353,0.1680614524364524,0.2941122519407155,0.0026962393626489,0.0691158601913735,0.0718120995540224,5.777786539893072,0.0221603793734208,0.8853353170037068,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
MNHnNwgQyxiZCnUQwv7lq,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:38:59.293132,1.8835731499628965,0.0,1.0,0,{'test_acc': np.float64(0.7726839826839826)},0.7726839826839826,0.5025541125541125,0.0013243948840722,0.1608686932171469,0.8391313067828531,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.916041105400218,0.0,0.0,2.0113544800216148,0.2,0.9417865749814482,16,2345,1.566136113419073,1.566136113419073,0.2797619047619047,0.1530226717726723,0.2755831832670314,0.0027441949259102,0.0786638862974064,0.0814080812233167,6.9419605788299625,0.0133300465610797,0.9044230665272855,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
LZOoeC22QmaA5mmdBjqKW,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:39:13.070221,1.8835731499628965,0.2,0.0,0,{'test_acc': np.float64(0.8592207792207792)},0.8596969696969697,0.5706926406926407,0.0066107964575945,0.16965411780239,0.83034588219761,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.8980721600827816,0.0238122774818567,0.0914285714285724,2.823330607871516,0.2,0.9417865749814482,16,2345,1.54949148169442,1.54949148169442,0.2435897435897435,0.1675380175380175,0.3026603033537408,0.0030099473431466,0.0,0.0030099473431466,0.0,0.0100150107187465,0.6615220957948886,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
WcCjHj2qhflLnvtWQt-kq,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:39:26.075017,1.8835731499628965,0.2,0.2,0,{'test_acc': np.float64(0.8500865800865801)},0.8506060606060606,0.4416883116883117,0.0033281644988576,0.1453652131088439,0.854634786891156,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9102804459929208,0.0260242965340854,0.0800000000000004,2.237871891093085,0.2,0.9417865749814482,16,2345,1.563709832252711,1.5637098322527112,0.2936507936507936,0.1676233488733488,0.2731376232100639,0.0025259088086084,0.0172339221421415,0.01975983095075,1.529668573197439,0.0108261494389237,0.8203876533902881,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
RAjmbmbSQ8PJ2GEGscO64,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:39:39.224382,1.8835731499628965,0.2,0.4,0,{'test_acc': np.float64(0.857922077922078)},0.8580519480519481,0.5086580086580087,0.0013052951298902,0.1421499034187023,0.8578500965812976,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9125982563413056,0.0250145191041065,0.0914285714285729,2.877618181663129,0.2,0.9417865749814482,16,2345,1.572976167869016,1.572976167869016,0.3055555555555555,0.1573156010656012,0.2727414607516263,0.0034427793928923,0.0323482956131278,0.0357910750060202,3.3124196386002995,0.0082330764799696,0.6498531922888531,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
0jwHBtKJOLs1jvXMn7hGx,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:39:52.341893,1.8835731499628965,0.2,0.6000000000000001,0,{'test_acc': np.float64(0.8461904761904762)},0.8467099567099567,0.421038961038961,0.0012587798139155,0.1522375325904149,0.847762467409585,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9063816279368796,0.0262348119480769,0.0914285714285727,2.2638538262607506,0.2,0.9417865749814482,16,2345,1.5541328733729336,1.5541328733729336,0.3075396825396825,0.1635694166944166,0.270751493047655,0.0028588366295175,0.0504513710845318,0.0533102077140493,5.0333666185722015,0.0112078446956583,0.8117364669458841,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
MG_T6ZPSN5mfZI6eTVPpp,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:40:06.159298,1.8835731499628965,0.2,0.8,0,{'test_acc': np.float64(0.83004329004329)},0.8303030303030303,0.4464935064935065,0.0014776298816345,0.1585316863346576,0.8414683136653424,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9006985369055909,0.0302104592814702,0.0914285714285733,2.454317768242773,0.2,0.9417865749814482,16,2345,1.55212548511349,1.55212548511349,0.3496503496503496,0.1497388028638024,0.2928610102011951,0.0033484437323007,0.0615806064622195,0.0649290501945203,8.674868725270544,0.0107654958393429,0.7534892859960967,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
rF-v8mtI-ngpIwTzAFlGh,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:40:18.860081,1.8835731499628965,0.2,1.0,0,{'test_acc': np.float64(0.7783549783549784)},0.7792207792207793,0.4894805194805194,0.0015547790293223,0.0777770180132068,0.9222229819867932,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9461451256654232,0.0270323831663536,0.0914285714285738,2.078612513354687,0.2,0.9417865749814482,16,2345,1.5716842907175486,1.571684290717548,0.2853535353535353,0.1597281191031197,0.2960128502997304,0.0028483496190517,0.0821109346351793,0.0849592842542311,7.222233174866339,0.0062362928406572,0.8777271204639793,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
PYi1PXZQVCYetAW05NTo4,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:40:31.561084,1.8835731499628965,0.4,0.0,0,{'test_acc': np.float64(0.864978354978355)},0.8656709956709957,0.3813419913419913,0.0348874703020013,0.1194234387195495,0.8805765612804505,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9160066691373892,0.0415083433762761,0.1371428571428575,2.1234578988141566,0.2,0.9417865749814482,16,2345,1.5678230499066752,1.5678230499066752,0.3333333333333333,0.1362432706182706,0.2997891088950429,0.0022638143910598,0.0,0.0022638143910598,0.0,0.0093733464008745,0.8607859867057446,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
HBIrBAMrI6VNlZRT1DTre,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:40:44.271248,1.8835731499628965,0.4,0.2,0,{'test_acc': np.float64(0.8583549783549783)},0.8598701298701299,0.4467532467532467,0.0045316129607536,0.1455857429958421,0.8544142570041579,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.902340558602849,0.0401957733044562,0.1200000000000006,2.8524425400581546,0.2,0.9417865749814482,16,2345,1.5647153201150767,1.5647153201150763,0.2337662337662337,0.1505876068376068,0.3051369983175619,0.0031831593709839,0.0154824200163881,0.018665579387372,0.969390024328396,0.0085064958044035,0.6552129888616662,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
lRsLwfg-Fu8lYgY0rOYUo,0.5,0.1,geometric,MH,{'geom_radius': 0.4},0.2,100,1,2026-08-03 11:41:02.250489,1.8835731499628965,0.4,0.4,0,{'test_acc': np.float64(0.8532467532467533)},0.8536796536796537,0.4867965367965368,0.0023547860162223,0.1213511740315994,0.8786488259684005,"[0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625
 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625]",0.9146830496719176,0.0420037446112808,0.1371428571428578,2.303108796917054,0.2,0.9417865749814482,16,2345,1.563895733538623,1.563895733538623,0.3076923076923077,0.1683965340215339,0.2999667707155431,0.0027575355449392,0.0346268318326747,0.037384367377614,3.358909170424756,0.0087816935522137,0.7990064205212708,20,140,4,sign_flip,"{'sign_flip', 'label_flip', 'gaussian'}","{'sign_flip', 'label_flip', 'gaussian'}"
